# Created by CAVA ensembl_db 2.0.13 based on Ensembl release 75
#GENEID	SYMBOL	Transcript	Protein
ENSG00000186092	OR4F5	ENST00000335137	ENSP00000334393
ENSG00000177000	MTHFR	ENST00000376592	ENSP00000365777
ENSG00000177000	MTHFR	ENST00000376583	ENSP00000365767
ENSG00000177000	MTHFR	ENST00000376590	ENSP00000365775
ENSG00000177000	MTHFR	ENST00000376585	ENSP00000365770
ENSG00000011021	CLCN6	ENST00000312413	ENSP00000308367
ENSG00000011021	CLCN6	ENST00000346436	ENSP00000234488
ENSG00000011021	CLCN6	ENST00000376497	ENSP00000365680
ENSG00000011021	CLCN6	ENST00000376487	ENSP00000365670
ENSG00000011021	CLCN6	ENST00000376496	ENSP00000365679
ENSG00000175206	NPPA	ENST00000376480	ENSP00000365663
ENSG00000175206	NPPA	ENST00000376476	ENSP00000365659
ENSG00000120937	NPPB	ENST00000376468	ENSP00000365651
ENSG00000116685	KIAA2013	ENST00000376572	ENSP00000365756
ENSG00000116685	KIAA2013	ENST00000376576	ENSP00000365760
ENSG00000083444	PLOD1	ENST00000376369	ENSP00000365548
ENSG00000083444	PLOD1	ENST00000196061	ENSP00000196061
ENSG00000116688	MFN2	ENST00000444836	ENSP00000416338
ENSG00000116688	MFN2	ENST00000235329	ENSP00000235329
ENSG00000116691	MIIP	ENST00000235332	ENSP00000235332
ENSG00000116691	MIIP	ENST00000436478	ENSP00000392417
ENSG00000120949	TNFRSF8	ENST00000263932	ENSP00000263932
ENSG00000120949	TNFRSF8	ENST00000417814	ENSP00000390650
ENSG00000120949	TNFRSF8	ENST00000413146	ENSP00000398337
ENSG00000028137	TNFRSF1B	ENST00000376259	ENSP00000365435
ENSG00000028137	TNFRSF1B	ENST00000536782	ENSP00000440425
ENSG00000048707	VPS13D	ENST00000358136	ENSP00000350854
ENSG00000048707	VPS13D	ENST00000356315	ENSP00000348666
ENSG00000048707	VPS13D	ENST00000543766	ENSP00000441122
ENSG00000048707	VPS13D	ENST00000471923	ENSP00000469344
ENSG00000048707	VPS13D	ENST00000543710	ENSP00000444120
ENSG00000162496	DHRS3	ENST00000376223	ENSP00000365397
ENSG00000204518	AADACL4	ENST00000376221	ENSP00000365395
ENSG00000188984	AADACL3	ENST00000332530	ENSP00000333352
ENSG00000188984	AADACL3	ENST00000359318	ENSP00000352268
ENSG00000157330	C1orf158	ENST00000288048	ENSP00000288048
ENSG00000157330	C1orf158	ENST00000376210	ENSP00000365383
ENSG00000116726	PRAMEF12	ENST00000357726	ENSP00000350358
ENSG00000116721	PRAMEF1	ENST00000332296	ENSP00000332134
ENSG00000116721	PRAMEF1	ENST00000400814	ENSP00000383616
ENSG00000204513	PRAMEF11	ENST00000535591	ENSP00000439551
ENSG00000179172	HNRNPCL1	ENST00000317869	ENSP00000365370
ENSG00000120952	PRAMEF2	ENST00000240189	ENSP00000240189
ENSG00000243073	PRAMEF4	ENST00000235349	ENSP00000235349
ENSG00000187545	PRAMEF10	ENST00000235347	ENSP00000235347
ENSG00000204510	PRAMEF7	ENST00000361079	ENSP00000354371
ENSG00000232423	PRAMEF6	ENST00000376189	ENSP00000365360
ENSG00000232423	PRAMEF6	ENST00000415464	ENSP00000401281
ENSG00000232423	PRAMEF6	ENST00000376192	ENSP00000365363
ENSG00000232423	PRAMEF6	ENST00000376182	ENSP00000365353
ENSG00000232423	PRAMEF6	ENST00000414205	ENSP00000393084
ENSG00000204503	PRAMEF3	ENST00000353410	ENSP00000334892
ENSG00000204503	PRAMEF3	ENST00000376173	ENSP00000365343
ENSG00000204502	PRAMEF5	ENST00000376168	ENSP00000365338
ENSG00000182330	PRAMEF8	ENST00000357367	ENSP00000349931
ENSG00000204501	PRAMEF9	ENST00000376152	ENSP00000365322
ENSG00000204495	PRAMEF13	ENST00000376132	ENSP00000365302
ENSG00000204491	PRAMEF18	ENST00000376126	ENSP00000365294
ENSG00000204488	PRAMEF16	ENST00000376121	ENSP00000365289
ENSG00000204486	PRAMEF21	ENST00000332192	ENSP00000331921
ENSG00000204486	PRAMEF21	ENST00000327795	ENSP00000333197
ENSG00000157358	PRAMEF15	ENST00000330087	ENSP00000330156
ENSG00000204481	PRAMEF14	ENST00000344998	ENSP00000341333
ENSG00000204481	PRAMEF14	ENST00000334600	ENSP00000334410
ENSG00000204480	PRAMEF19	ENST00000540591	ENSP00000446004
ENSG00000204480	PRAMEF19	ENST00000376101	ENSP00000365269
ENSG00000204479	PRAMEF17	ENST00000376098	ENSP00000365266
ENSG00000204478	PRAMEF20	ENST00000316412	ENSP00000346275
ENSG00000204478	PRAMEF20	ENST00000602960	ENSP00000473584
ENSG00000162494	LRRC38	ENST00000376085	ENSP00000365253
ENSG00000162493	PDPN	ENST00000294489	ENSP00000294489
ENSG00000162493	PDPN	ENST00000376057	ENSP00000365225
ENSG00000162493	PDPN	ENST00000509009	ENSP00000422977
ENSG00000162493	PDPN	ENST00000376061	ENSP00000365229
ENSG00000162493	PDPN	ENST00000513143	ENSP00000425304
ENSG00000162493	PDPN	ENST00000487038	ENSP00000427537
ENSG00000162493	PDPN	ENST00000475043	ENSP00000426063
ENSG00000116731	PRDM2	ENST00000376048	ENSP00000365216
ENSG00000116731	PRDM2	ENST00000235372	ENSP00000235372
ENSG00000116731	PRDM2	ENST00000311066	ENSP00000312352
ENSG00000116731	PRDM2	ENST00000413440	ENSP00000411103
ENSG00000116731	PRDM2	ENST00000343137	ENSP00000341621
ENSG00000116731	PRDM2	ENST00000503842	ENSP00000425028
ENSG00000116731	PRDM2	ENST00000505823	ENSP00000426737
ENSG00000189337	KAZN	ENST00000376030	ENSP00000365198
ENSG00000189337	KAZN	ENST00000503743	ENSP00000426015
ENSG00000189337	KAZN	ENST00000422387	ENSP00000391728
ENSG00000189337	KAZN	ENST00000361144	ENSP00000354727
ENSG00000189337	KAZN	ENST00000400798	ENSP00000383602
ENSG00000189337	KAZN	ENST00000400797	ENSP00000383601
ENSG00000171729	TMEM51	ENST00000428417	ENSP00000394899
ENSG00000171729	TMEM51	ENST00000376014	ENSP00000365182
ENSG00000171729	TMEM51	ENST00000400796	ENSP00000383600
ENSG00000171729	TMEM51	ENST00000434578	ENSP00000409665
ENSG00000171729	TMEM51	ENST00000376008	ENSP00000365176
ENSG00000204464	C1orf195	ENST00000424792	ENSP00000404472
ENSG00000204464	C1orf195	ENST00000376005	ENSP00000365173
ENSG00000142621	FHAD1	ENST00000358897	ENSP00000351770
ENSG00000142621	FHAD1	ENST00000417793	ENSP00000407615
ENSG00000142621	FHAD1	ENST00000375999	ENSP00000365167
ENSG00000142621	FHAD1	ENST00000375998	ENSP00000365166
ENSG00000142621	FHAD1	ENST00000375995	ENSP00000365163
ENSG00000142621	FHAD1	ENST00000401090	ENSP00000383868
ENSG00000142621	FHAD1	ENST00000314740	ENSP00000322979
ENSG00000142634	EFHD2	ENST00000375980	ENSP00000365147
ENSG00000162438	CTRC	ENST00000375949	ENSP00000365116
ENSG00000162438	CTRC	ENST00000375943	ENSP00000365110
ENSG00000142615	CELA2A	ENST00000359621	ENSP00000352639
ENSG00000215704	CELA2B	ENST00000375910	ENSP00000365075
ENSG00000132906	CASP9	ENST00000546424	ENSP00000449584
ENSG00000132906	CASP9	ENST00000333868	ENSP00000330237
ENSG00000132906	CASP9	ENST00000348549	ENSP00000255256
ENSG00000132906	CASP9	ENST00000375890	ENSP00000365051
ENSG00000116138	DNAJC16	ENST00000375838	ENSP00000364998
ENSG00000116138	DNAJC16	ENST00000375847	ENSP00000365007
ENSG00000116138	DNAJC16	ENST00000375849	ENSP00000365009
ENSG00000116771	AGMAT	ENST00000375826	ENSP00000364986
ENSG00000197312	DDI2	ENST00000480945	ENSP00000417748
ENSG00000215695	RSC1A1	ENST00000345034	ENSP00000341963
ENSG00000116786	PLEKHM2	ENST00000375799	ENSP00000364956
ENSG00000116786	PLEKHM2	ENST00000375793	ENSP00000364950
ENSG00000162461	SLC25A34	ENST00000294454	ENSP00000294454
ENSG00000162460	TMEM82	ENST00000375782	ENSP00000364938
ENSG00000162458	FBLIM1	ENST00000375771	ENSP00000364926
ENSG00000162458	FBLIM1	ENST00000375766	ENSP00000364921
ENSG00000162458	FBLIM1	ENST00000400773	ENSP00000383584
ENSG00000162458	FBLIM1	ENST00000441801	ENSP00000416387
ENSG00000162458	FBLIM1	ENST00000332305	ENSP00000364920
ENSG00000065526	SPEN	ENST00000375759	ENSP00000364912
ENSG00000116809	ZBTB17	ENST00000375743	ENSP00000364895
ENSG00000116809	ZBTB17	ENST00000375733	ENSP00000364885
ENSG00000116809	ZBTB17	ENST00000537142	ENSP00000438529
ENSG00000116809	ZBTB17	ENST00000448462	ENSP00000391002
ENSG00000183888	C1orf64	ENST00000329454	ENSP00000332162
ENSG00000173641	HSPB7	ENST00000411503	ENSP00000391578
ENSG00000173641	HSPB7	ENST00000311890	ENSP00000310111
ENSG00000173641	HSPB7	ENST00000375718	ENSP00000364870
ENSG00000173641	HSPB7	ENST00000487046	ENSP00000419477
ENSG00000173641	HSPB7	ENST00000406363	ENSP00000385472
ENSG00000173641	HSPB7	ENST00000545268	ENSP00000445013
ENSG00000186510	CLCNKA	ENST00000375692	ENSP00000364844
ENSG00000186510	CLCNKA	ENST00000420078	ENSP00000410353
ENSG00000186510	CLCNKA	ENST00000439316	ENSP00000414445
ENSG00000186510	CLCNKA	ENST00000331433	ENSP00000332771
ENSG00000184908	CLCNKB	ENST00000375679	ENSP00000364831
ENSG00000184908	CLCNKB	ENST00000375667	ENSP00000364819
ENSG00000185519	FAM131C	ENST00000375662	ENSP00000364814
ENSG00000142627	EPHA2	ENST00000358432	ENSP00000351209
ENSG00000142632	ARHGEF19	ENST00000270747	ENSP00000270747
ENSG00000204377	C1orf134	ENST00000375605	ENSP00000364755
ENSG00000132881	RSG1	ENST00000375599	ENSP00000364749
ENSG00000037637	FBXO42	ENST00000375592	ENSP00000364742
ENSG00000055070	SZRD1	ENST00000401088	ENSP00000383866
ENSG00000055070	SZRD1	ENST00000471507	ENSP00000419589
ENSG00000055070	SZRD1	ENST00000401089	ENSP00000383867
ENSG00000055070	SZRD1	ENST00000375590	ENSP00000364740
ENSG00000055070	SZRD1	ENST00000492354	ENSP00000418012
ENSG00000187144	SPATA21	ENST00000335496	ENSP00000335612
ENSG00000187144	SPATA21	ENST00000540400	ENSP00000440046
ENSG00000187144	SPATA21	ENST00000375577	ENSP00000364727
ENSG00000157191	NECAP2	ENST00000337132	ENSP00000338746
ENSG00000157191	NECAP2	ENST00000504551	ENSP00000424509
ENSG00000157191	NECAP2	ENST00000457722	ENSP00000407091
ENSG00000157191	NECAP2	ENST00000406746	ENSP00000383925
ENSG00000157191	NECAP2	ENST00000443980	ENSP00000391942
ENSG00000268674	FAM231B	ENST00000601199	ENSP00000473163
ENSG00000219481	NBPF1	ENST00000430580	ENSP00000474456
ENSG00000219481	NBPF1	ENST00000432949	ENSP00000473697
ENSG00000237847	FAM231A	ENST00000434336	ENSP00000408511
ENSG00000268991	FAM231C	ENST00000600179	ENSP00000470910
ENSG00000058453	CROCC	ENST00000375541	ENSP00000364691
ENSG00000117122	MFAP2	ENST00000375534	ENSP00000364684
ENSG00000117122	MFAP2	ENST00000375535	ENSP00000364685
ENSG00000117122	MFAP2	ENST00000438542	ENSP00000417029
ENSG00000159363	ATP13A2	ENST00000326735	ENSP00000327214
ENSG00000159363	ATP13A2	ENST00000341676	ENSP00000341115
ENSG00000159363	ATP13A2	ENST00000452699	ENSP00000413307
ENSG00000117118	SDHB	ENST00000375499	ENSP00000364649
ENSG00000117115	PADI2	ENST00000375486	ENSP00000364635
ENSG00000117115	PADI2	ENST00000444885	ENSP00000405894
ENSG00000117115	PADI2	ENST00000375481	ENSP00000364630
ENSG00000142623	PADI1	ENST00000375471	ENSP00000364620
ENSG00000142623	PADI1	ENST00000537499	ENSP00000444032
ENSG00000142623	PADI1	ENST00000413717	ENSP00000396697
ENSG00000142623	PADI1	ENST00000536552	ENSP00000444833
ENSG00000142619	PADI3	ENST00000375460	ENSP00000364609
ENSG00000159339	PADI4	ENST00000375453	ENSP00000364602
ENSG00000159339	PADI4	ENST00000375448	ENSP00000364597
ENSG00000179051	RCC2	ENST00000375436	ENSP00000364585
ENSG00000179051	RCC2	ENST00000375433	ENSP00000364582
ENSG00000074964	ARHGEF10L	ENST00000361221	ENSP00000355060
ENSG00000074964	ARHGEF10L	ENST00000452522	ENSP00000399401
ENSG00000074964	ARHGEF10L	ENST00000434513	ENSP00000394621
ENSG00000074964	ARHGEF10L	ENST00000375415	ENSP00000364564
ENSG00000074964	ARHGEF10L	ENST00000375420	ENSP00000364569
ENSG00000074964	ARHGEF10L	ENST00000375408	ENSP00000364557
ENSG00000074964	ARHGEF10L	ENST00000167825	ENSP00000167825
ENSG00000117148	ACTL8	ENST00000375406	ENSP00000364555
ENSG00000117154	IGSF21	ENST00000251296	ENSP00000251296
ENSG00000179023	KLHDC7A	ENST00000400664	ENSP00000383505
ENSG00000009709	PAX7	ENST00000375375	ENSP00000364524
ENSG00000009709	PAX7	ENST00000420770	ENSP00000403389
ENSG00000009709	PAX7	ENST00000400661	ENSP00000383502
ENSG00000179002	TAS1R2	ENST00000375371	ENSP00000364520
ENSG00000159423	ALDH4A1	ENST00000290597	ENSP00000290597
ENSG00000159423	ALDH4A1	ENST00000375341	ENSP00000364490
ENSG00000159423	ALDH4A1	ENST00000538839	ENSP00000446071
ENSG00000159423	ALDH4A1	ENST00000538309	ENSP00000442988
ENSG00000169991	IFFO2	ENST00000455833	ENSP00000387941
ENSG00000127481	UBR4	ENST00000375254	ENSP00000364403
ENSG00000127481	UBR4	ENST00000375267	ENSP00000364416
ENSG00000127481	UBR4	ENST00000375217	ENSP00000364365
ENSG00000127481	UBR4	ENST00000375226	ENSP00000364374
ENSG00000127481	UBR4	ENST00000375225	ENSP00000364373
ENSG00000127481	UBR4	ENST00000375224	ENSP00000364372
ENSG00000127481	UBR4	ENST00000429347	ENSP00000394173
ENSG00000127481	UBR4	ENST00000543981	ENSP00000444070
ENSG00000127481	UBR4	ENST00000375218	ENSP00000364366
ENSG00000127463	EMC1	ENST00000477853	ENSP00000420608
ENSG00000127463	EMC1	ENST00000375199	ENSP00000364345
ENSG00000127463	EMC1	ENST00000375208	ENSP00000364354
ENSG00000127463	EMC1	ENST00000356068	ENSP00000364329
ENSG00000053372	MRTO4	ENST00000330263	ENSP00000364320
ENSG00000162482	AKR7A3	ENST00000361640	ENSP00000355377
ENSG00000053371	AKR7A2	ENST00000235835	ENSP00000235835
ENSG00000040487	PQLC2	ENST00000375155	ENSP00000364297
ENSG00000040487	PQLC2	ENST00000375153	ENSP00000364295
ENSG00000040487	PQLC2	ENST00000400548	ENSP00000383395
ENSG00000077549	CAPZB	ENST00000401084	ENSP00000383862
ENSG00000077549	CAPZB	ENST00000264203	ENSP00000264203
ENSG00000077549	CAPZB	ENST00000375144	ENSP00000364286
ENSG00000077549	CAPZB	ENST00000375142	ENSP00000364284
ENSG00000077549	CAPZB	ENST00000433834	ENSP00000401010
ENSG00000077549	CAPZB	ENST00000264202	ENSP00000264202
ENSG00000270136	MINOS1-NBL1	ENST00000602662	ENSP00000473411
ENSG00000173436	MINOS1	ENST00000322753	ENSP00000325562
ENSG00000158747	NBL1	ENST00000289749	ENSP00000289749
ENSG00000158747	NBL1	ENST00000375136	ENSP00000364278
ENSG00000158747	NBL1	ENST00000548815	ENSP00000449007
ENSG00000158748	HTR6	ENST00000289753	ENSP00000289753
ENSG00000162542	TMCO4	ENST00000294543	ENSP00000294543
ENSG00000162542	TMCO4	ENST00000375127	ENSP00000364269
ENSG00000162542	TMCO4	ENST00000375122	ENSP00000364264
ENSG00000178828	RNF186	ENST00000375121	ENSP00000364263
ENSG00000169914	OTUD3	ENST00000375120	ENSP00000364261
ENSG00000188784	PLA2G2E	ENST00000375116	ENSP00000364257
ENSG00000188257	PLA2G2A	ENST00000400520	ENSP00000383364
ENSG00000188257	PLA2G2A	ENST00000375111	ENSP00000364252
ENSG00000127472	PLA2G5	ENST00000375108	ENSP00000364249
ENSG00000117215	PLA2G2D	ENST00000375105	ENSP00000364246
ENSG00000158786	PLA2G2F	ENST00000375102	ENSP00000364243
ENSG00000187980	PLA2G2C	ENST00000429261	ENSP00000389335
ENSG00000187980	PLA2G2C	ENST00000247992	ENSP00000247992
ENSG00000162543	UBXN10	ENST00000375099	ENSP00000364240
ENSG00000158816	VWA5B1	ENST00000375079	ENSP00000364220
ENSG00000158816	VWA5B1	ENST00000289815	ENSP00000289815
ENSG00000158816	VWA5B1	ENST00000375083	ENSP00000364224
ENSG00000158816	VWA5B1	ENST00000289825	ENSP00000289825
ENSG00000162545	CAMK2N1	ENST00000375078	ENSP00000364219
ENSG00000090432	MUL1	ENST00000264198	ENSP00000264198
ENSG00000183114	FAM43B	ENST00000332947	ENSP00000331397
ENSG00000158825	CDA	ENST00000375071	ENSP00000364212
ENSG00000158828	PINK1	ENST00000321556	ENSP00000364204
ENSG00000244038	DDOST	ENST00000602624	ENSP00000473655
ENSG00000244038	DDOST	ENST00000375048	ENSP00000364188
ENSG00000244038	DDOST	ENST00000415136	ENSP00000399457
ENSG00000117245	KIF17	ENST00000375044	ENSP00000364184
ENSG00000117245	KIF17	ENST00000400463	ENSP00000383311
ENSG00000117245	KIF17	ENST00000247986	ENSP00000247986
ENSG00000189410	SH2D5	ENST00000375031	ENSP00000364171
ENSG00000189410	SH2D5	ENST00000444387	ENSP00000406026
ENSG00000127483	HP1BP3	ENST00000312239	ENSP00000312625
ENSG00000127483	HP1BP3	ENST00000375003	ENSP00000364142
ENSG00000127483	HP1BP3	ENST00000375000	ENSP00000364139
ENSG00000075151	EIF4G3	ENST00000264211	ENSP00000264211
ENSG00000075151	EIF4G3	ENST00000602326	ENSP00000473510
ENSG00000075151	EIF4G3	ENST00000400422	ENSP00000383274
ENSG00000075151	EIF4G3	ENST00000374935	ENSP00000364071
ENSG00000075151	EIF4G3	ENST00000537738	ENSP00000442010
ENSG00000075151	EIF4G3	ENST00000374937	ENSP00000364073
ENSG00000075151	EIF4G3	ENST00000536266	ENSP00000444693
ENSG00000075151	EIF4G3	ENST00000544689	ENSP00000444401
ENSG00000075151	EIF4G3	ENST00000356916	ENSP00000349386
ENSG00000075151	EIF4G3	ENST00000374927	ENSP00000364062
ENSG00000117298	ECE1	ENST00000415912	ENSP00000405088
ENSG00000117298	ECE1	ENST00000357071	ENSP00000349581
ENSG00000117298	ECE1	ENST00000374893	ENSP00000364028
ENSG00000117298	ECE1	ENST00000436918	ENSP00000388439
ENSG00000117298	ECE1	ENST00000264205	ENSP00000264205
ENSG00000142794	NBPF3	ENST00000454000	ENSP00000415711
ENSG00000142794	NBPF3	ENST00000318220	ENSP00000316739
ENSG00000142794	NBPF3	ENST00000318249	ENSP00000316782
ENSG00000142794	NBPF3	ENST00000342104	ENSP00000340336
ENSG00000162551	ALPL	ENST00000539907	ENSP00000437674
ENSG00000162551	ALPL	ENST00000540617	ENSP00000442672
ENSG00000162551	ALPL	ENST00000374840	ENSP00000363973
ENSG00000162551	ALPL	ENST00000374832	ENSP00000363965
ENSG00000162551	ALPL	ENST00000425315	ENSP00000394765
ENSG00000162551	ALPL	ENST00000374830	ENSP00000363963
ENSG00000162551	ALPL	ENST00000374829	ENSP00000363962
ENSG00000076864	RAP1GAP	ENST00000290101	ENSP00000290101
ENSG00000076864	RAP1GAP	ENST00000374761	ENSP00000363893
ENSG00000076864	RAP1GAP	ENST00000374763	ENSP00000363895
ENSG00000076864	RAP1GAP	ENST00000374765	ENSP00000363897
ENSG00000076864	RAP1GAP	ENST00000542643	ENSP00000441661
ENSG00000090686	USP48	ENST00000400301	ENSP00000383157
ENSG00000090686	USP48	ENST00000308271	ENSP00000309262
ENSG00000090686	USP48	ENST00000374732	ENSP00000363864
ENSG00000090686	USP48	ENST00000529637	ENSP00000431949
ENSG00000090686	USP48	ENST00000421625	ENSP00000406256
ENSG00000187942	LDLRAD2	ENST00000344642	ENSP00000340988
ENSG00000187942	LDLRAD2	ENST00000543870	ENSP00000444097
ENSG00000142798	HSPG2	ENST00000374695	ENSP00000363827
ENSG00000219073	CELA3B	ENST00000337107	ENSP00000338369
ENSG00000142789	CELA3A	ENST00000290122	ENSP00000290122
ENSG00000142789	CELA3A	ENST00000374663	ENSP00000363795
ENSG00000070831	CDC42	ENST00000400259	ENSP00000383118
ENSG00000070831	CDC42	ENST00000344548	ENSP00000341072
ENSG00000070831	CDC42	ENST00000315554	ENSP00000314458
ENSG00000070831	CDC42	ENST00000421089	ENSP00000398592
ENSG00000162552	WNT4	ENST00000290167	ENSP00000290167
ENSG00000162552	WNT4	ENST00000542383	ENSP00000441033
ENSG00000184677	ZBTB40	ENST00000404138	ENSP00000384527
ENSG00000184677	ZBTB40	ENST00000375647	ENSP00000364798
ENSG00000184677	ZBTB40	ENST00000374651	ENSP00000363782
ENSG00000070886	EPHA8	ENST00000374644	ENSP00000363775
ENSG00000070886	EPHA8	ENST00000166244	ENSP00000166244
ENSG00000070886	EPHA8	ENST00000538803	ENSP00000440274
ENSG00000173372	C1QA	ENST00000374642	ENSP00000363773
ENSG00000173372	C1QA	ENST00000402322	ENSP00000385564
ENSG00000159189	C1QC	ENST00000374640	ENSP00000363771
ENSG00000159189	C1QC	ENST00000374639	ENSP00000363770
ENSG00000159189	C1QC	ENST00000374637	ENSP00000363768
ENSG00000173369	C1QB	ENST00000509305	ENSP00000423689
ENSG00000173369	C1QB	ENST00000314933	ENSP00000313967
ENSG00000133216	EPHB2	ENST00000544305	ENSP00000444174
ENSG00000133216	EPHB2	ENST00000374630	ENSP00000363761
ENSG00000133216	EPHB2	ENST00000400191	ENSP00000383053
ENSG00000133216	EPHB2	ENST00000374632	ENSP00000363763
ENSG00000133216	EPHB2	ENST00000374627	ENSP00000363758
ENSG00000215906	LACTBL1	ENST00000426928	ENSP00000402297
ENSG00000227868	C1orf234	ENST00000566855	ENSP00000457161
ENSG00000004487	KDM1A	ENST00000356634	ENSP00000349049
ENSG00000004487	KDM1A	ENST00000400181	ENSP00000383042
ENSG00000004487	KDM1A	ENST00000542151	ENSP00000439072
ENSG00000169641	LUZP1	ENST00000418342	ENSP00000393460
ENSG00000169641	LUZP1	ENST00000374623	ENSP00000363752
ENSG00000169641	LUZP1	ENST00000302291	ENSP00000303758
ENSG00000169641	LUZP1	ENST00000314174	ENSP00000313705
ENSG00000179546	HTR1D	ENST00000314113	ENSP00000313661
ENSG00000179546	HTR1D	ENST00000374619	ENSP00000363748
ENSG00000125944	HNRNPR	ENST00000478691	ENSP00000474437
ENSG00000125944	HNRNPR	ENST00000374616	ENSP00000363745
ENSG00000125944	HNRNPR	ENST00000374612	ENSP00000363741
ENSG00000125944	HNRNPR	ENST00000302271	ENSP00000304405
ENSG00000125944	HNRNPR	ENST00000427764	ENSP00000392799
ENSG00000125944	HNRNPR	ENST00000606561	ENSP00000475760
ENSG00000125944	HNRNPR	ENST00000426846	ENSP00000415042
ENSG00000125945	ZNF436	ENST00000314011	ENSP00000313582
ENSG00000125945	ZNF436	ENST00000374608	ENSP00000363736
ENSG00000249087	C1orf213	ENST00000454117	ENSP00000428311
ENSG00000249087	C1orf213	ENST00000335648	ENSP00000441287
ENSG00000249087	C1orf213	ENST00000518821	ENSP00000429572
ENSG00000249087	C1orf213	ENST00000437367	ENSP00000428038
ENSG00000204219	TCEA3	ENST00000450454	ENSP00000406293
ENSG00000204219	TCEA3	ENST00000374601	ENSP00000363729
ENSG00000204219	TCEA3	ENST00000461794	ENSP00000474977
ENSG00000088280	ASAP3	ENST00000495646	ENSP00000436150
ENSG00000088280	ASAP3	ENST00000336689	ENSP00000338769
ENSG00000088280	ASAP3	ENST00000437606	ENSP00000408826
ENSG00000007968	E2F2	ENST00000361729	ENSP00000355249
ENSG00000117318	ID3	ENST00000374561	ENSP00000363689
ENSG00000197880	MDS2	ENST00000374555	ENSP00000363683
ENSG00000142676	RPL11	ENST00000374550	ENSP00000363676
ENSG00000011007	TCEB3	ENST00000418390	ENSP00000395574
ENSG00000011007	TCEB3	ENST00000609199	ENSP00000476781
ENSG00000057757	PITHD1	ENST00000246151	ENSP00000246151
ENSG00000057757	PITHD1	ENST00000374524	ENSP00000363648
ENSG00000011009	LYPLA2	ENST00000374514	ENSP00000363638
ENSG00000011009	LYPLA2	ENST00000400061	ENSP00000382934
ENSG00000011009	LYPLA2	ENST00000374505	ENSP00000363629
ENSG00000011009	LYPLA2	ENST00000374503	ENSP00000363627
ENSG00000011009	LYPLA2	ENST00000374502	ENSP00000363626
ENSG00000011009	LYPLA2	ENST00000374501	ENSP00000363625
ENSG00000117308	GALE	ENST00000374497	ENSP00000363621
ENSG00000117305	HMGCL	ENST00000374490	ENSP00000363614
ENSG00000117305	HMGCL	ENST00000436439	ENSP00000389281
ENSG00000117305	HMGCL	ENST00000374483	ENSP00000363607
ENSG00000179163	FUCA1	ENST00000374479	ENSP00000363603
ENSG00000188822	CNR2	ENST00000374472	ENSP00000363596
ENSG00000188822	CNR2	ENST00000536471	ENSP00000442830
ENSG00000189266	PNRC2	ENST00000334351	ENSP00000334840
